,X_0,X_1,X_2,X_3,X_4,X_5,Y
0,0,0.6916979133603895,7.8584993491263555,0.5802298758718315,5.905467541849637,3.9154738782715826,1001.4835497984805
1,0,10.193619010606575,4.666148402448169,0.7380212300545114,3.076891131221081,-0.30650448044707446,1088.2643566073511
2,0,6.567007155314709,2.5227257698422116,2.427207517565963,5.155961309823034,1.1702554416079134,1037.5652645744788
3,0,12.438537148788381,2.3120515686742418,2.5788286694962617,5.970599888938181,1.7763568781725585,1179.0615217388438
4,0,6.063213657291219,6.200398042496879,0.19485785943499936,6.456119508718539,-1.8315409258109319,1047.361594816609
5,0,7.371831706081423,5.252050972713169,3.367907609734549,9.4043978399915,0.5001633532241414,1060.334720477281
6,0,16.249785995692495,4.611643111457927,1.1491158833479709,8.175896445730192,2.121262557135989,1257.2713940469753
7,0,14.361531255996411,3.938230913358927,4.943061820872621,5.635337203159427,1.926582237061191,1214.7726545892078
8,1,8.660620141181035,5.20575281408496,0.7215816168015685,11.906130955771516,-0.42402493609915637,1089.6853291588943
9,1,8.746012520769073,5.09843534618595,0.028504131942681483,9.4180253019749,0.06425128198678365,1083.7371987794504
10,1,10.916881978658429,4.300960693804919,1.0390152315983983,6.327960773904701,0.07264416225186088,1138.8922387289035
11,0,10.608637071083724,2.370355189363698,0.46483339673965424,3.854056867880741,2.2457770144212716,1128.9646975046317
12,1,9.710012625748584,4.229458609299442,1.165710355907267,5.471947054907746,0.8626008169944851,1101.048941198194
13,1,5.050918600295456,3.4988946733584076,0.6130949491837779,3.292369253938435,-0.33409551491207234,1041.6392621428358
14,0,9.642934471747587,4.817111368777705,1.2581784296765839,11.648154453744612,0.4500039639272121,1103.5541031701764
15,1,10.126742855291322,7.474495124789511,2.7126448489421304,6.344662255113009,1.9711973116762236,1157.72408561109
16,0,10.622695989966296,3.6260615002359047,0.33200540894057756,6.700748276861769,0.3062844215690511,1111.229127785266
17,1,13.927847779071978,6.1448966817795405,0.4913298542362093,5.417488134359289,1.4536807227886923,1197.5185118640834
18,0,12.216912718164764,2.198424464925485,0.026610482892095794,10.690324979699044,1.3550870504290085,1160.4755874095379
19,0,-0.6813642952563903,5.267856045082607,0.3036708041750362,10.607875641056895,-0.7010609655531173,996.0858099898404
20,1,8.08321022986379,6.596642408990998,0.4310643680079597,7.0875891297292934,0.06906120510512637,1075.194183055603
21,0,9.924325421913379,6.729448379804845,1.0003700146895405,1.0809417228593876,0.3165962902809222,1099.2090233876331
22,1,12.288537328886612,4.668499841400969,0.17707359140212656,6.833062542581592,1.0011409313883926,1139.4508981567144
23,0,13.932222675486393,7.1538294227223345,0.02350695921200711,5.343726777281457,0.9531648153468901,1184.905438477605
24,1,13.579546386561493,3.8949480330601878,0.3757757993522796,11.28486458691815,1.7438796110816375,1205.8062015102719
25,0,6.81093792972832,3.2928412216754763,0.6425613430118171,7.193244332883465,1.0718945999028375,1053.0847151481073
26,1,12.459073922505087,3.927343398573658,0.7923677410701636,2.4751018570578687,0.005752433257816603,1160.0599627128065
27,0,9.934380870156408,6.23339544306771,0.5862094609538858,1.8361587088835596,0.63976396917304,1105.2928075705256
28,0,12.394986067089336,2.1155906753065365,0.5640490575981171,9.896088358764914,-0.6396558160508881,1151.7194295432082
29,0,1.8915244012374401,4.375077095067145,0.5723074406658708,9.458784585488358,1.4755533161063417,1006.8450842166191
30,0,14.42613408137571,3.191945019336112,0.18900609265964255,3.603624595002363,1.7353196423171238,1213.0083798970963
31,0,9.752620393137962,3.7811815913423135,0.8926606093615022,8.267849261082528,-0.08198373728262931,1093.462626291776
32,1,16.547772193868663,6.461431221133699,0.28934282746450724,10.08570534861014,1.6451977071206452,1299.2635663992623
33,1,13.273305716288487,3.3472724300331147,0.3882027559960699,4.686815180560446,0.6708650995898484,1188.2001012576138
34,0,6.72618901435462,5.619108393765652,0.1806301275608632,4.117710896362847,0.6772940271028565,1042.7268333074733
35,1,10.611164662721277,7.093185777216066,2.6504586611003127,3.0273701096601924,1.6647264136375561,1152.4577982167832
36,1,11.564380961944506,6.770736698062942,1.4721945286732998,1.6411516980122016,0.5932274943630826,1163.6699606835432
37,0,12.57030170513712,3.5250927674209898,0.3542167115194866,9.859461319640927,0.8547692125814265,1162.836464390122
38,1,7.759875705514398,5.195986368679055,0.4224567636031545,6.623171161406356,1.376308338749413,1076.6744275473407
39,1,13.489551955993829,5.80095443108048,0.28669891025603184,11.632480025610986,-0.2374689436488766,1205.3293070568072
40,0,15.604096676428497,7.620262514250312,2.153169158105522,8.572262430650168,0.85406042095809,1250.6140310514684
41,0,7.4786493180127,7.1259928433151725,0.7219128031388734,9.001287474290962,2.1812812327493116,1059.6249558148554
42,1,5.842565978138116,4.396398036729583,0.030565562523462302,7.52878762411014,3.3546128174061995,1026.88332649889
43,1,9.508110465811114,2.1034656454907203,0.14365542319875832,2.3111027680504694,1.6489268474997387,1087.5484670936942
44,1,10.451117837899004,4.016167687922028,0.556393574628376,6.341547035419781,2.0239743813083395,1130.1511501318184
45,1,5.755611751322552,2.8057587761395126,0.6807482853160016,10.134216209401846,2.4441958640815478,1067.0355470518532
46,0,9.99596163104283,4.328687539273018,0.8633723805082009,3.4950262578764386,0.17517880637038485,1091.4715634982438
47,1,10.833692663488128,7.265269161118031,2.045846346374326,10.587583384519315,-0.02499618287431371,1161.0971078002394
48,0,7.969992859770953,6.428104151627515,0.008429975781377512,5.634984772199214,0.06306541852824898,1058.6788596057609
49,1,5.437556381801475,5.478688704567903,0.37481383424530507,6.665036619565178,0.3893663337901191,1040.892630189352
50,1,9.802156421565265,7.9208613236358545,0.020841575942378506,0.33520454109131803,3.3047058705171994,1098.2856657108264
51,0,11.682430333180951,7.064570383636685,2.729470893067185,4.8136321615518405,-0.991297259440328,1140.3271246954514
52,0,5.7832930766034805,4.164348345199073,1.7091137419685356,9.008004100178287,0.08424650420746316,1041.1666642070136
53,1,7.016300065543507,6.2364179979826195,0.42218452948266594,2.8550076089344105,0.7348463731789341,1047.4799623549634
54,0,5.401596434151146,3.4340151855943155,1.893728422304106,9.26909600025024,-0.9180958969426656,1027.6468021387268
55,1,18.326378544198143,3.489978804564439,1.2004472391637604,11.026947332135009,-0.5193987700660645,1345.1023325979036
56,1,6.975448817293617,7.241761667957816,1.059584661712767,10.671536750379218,2.4702008843477614,1074.7306764392476
57,0,3.120172755993993,5.717955628195737,0.1433583014480011,8.688484280349005,1.5218363363191885,1001.7357910681218
58,1,4.4969432153966915,3.8300531320675026,0.3173202385476095,7.672362820513282,2.323717699743098,1039.5385709804054
59,1,10.260616839531687,7.108529754970739,0.5090295970713892,4.0907096580752675,-0.3884706523461863,1104.2199677973138
60,0,10.70369256557414,6.124282460958292,0.25992392306286505,4.083026760980001,0.5306977838267943,1132.67672119979
61,1,8.572043005926037,2.257312467247454,0.7082194621242928,6.674581600303103,1.0523008112049193,1086.762106570179
62,0,9.32729116215107,5.6303013968718805,1.3175074181668984,10.911826481486102,1.5974589568178086,1091.6859839196338
63,0,10.906836840071778,4.870011911824654,2.1485783300760097,8.050139781329747,2.5537074228179284,1133.1462061791817
64,0,12.739327932563002,4.299582921563713,1.2696650142012225,8.547063390851623,1.0324269880533627,1157.3880052813267
65,0,8.159078350375534,3.0069087535460755,1.014683775364732,5.087748976542564,-0.3783134496703566,1090.2857122903629
66,0,15.203820357222412,6.636929795720625,0.3676191246621067,9.417541244131268,2.2213377942551067,1243.6587987704834
67,0,8.384141452742186,5.066414664777637,0.010094743005763669,2.519116527513365,0.03758592800282934,1076.0209906836637
68,1,13.699871542118583,7.3826076441303465,0.02147733978113277,2.3664577596650074,3.1188665015015844,1194.105182136076
69,0,6.7383314462360016,3.823595044134626,0.1206611441816582,11.903511783524781,1.4383723916295652,1050.137870925807
70,1,6.756070382337871,6.432652601766334,0.7950106671205207,5.391840416487712,1.74950173612425,1065.3830655206946
71,0,9.299490594184789,3.0510749157491337,0.10011506154650626,7.385622685514084,1.9091738996992662,1108.6842983433587
72,1,10.97434991475782,5.763182320086115,1.9691054147148628,0.43605616176329454,0.9470058397585766,1113.351385728369
73,1,13.644328744527785,6.278543611450109,5.291185271153168,11.335905529991363,-0.18166982462982095,1274.1608071962041
74,1,9.46830234983527,7.720018423574552,0.052858163838005394,10.440774195697063,0.4752689151042514,1103.5009431002472
75,1,11.350971916164198,7.445087139439472,0.06071524454563538,0.7657854687677421,0.14774929309139173,1147.0767435730386
76,0,13.286862204554712,4.432279566086643,0.669997281311539,7.287055316268313,1.0912096042199073,1172.1332376698626
77,1,9.267697014917006,4.203077424633413,1.7198617360211503,8.904373074329563,1.4966208496875095,1105.0449193365391
78,0,12.062166044453335,5.885082633570134,1.3382194662992624,11.093261977774713,-0.2653823788945884,1151.8073427629552
79,0,6.7635952078224175,3.372011288039329,0.2907105298857855,8.132521845930828,0.28232991743530045,1025.57751597996
80,1,3.953665113306605,6.11439323638955,1.6476885404337531,9.111050781230372,2.0553740972436088,1039.9671744028872
81,0,12.93526609526554,4.624604423848891,0.8373057440083655,0.33398402090459367,1.986991273241705,1163.045421976025
82,1,14.652280076970293,3.3799003901387596,0.322017346809418,7.536221260023057,2.1084041921753824,1241.7042312132348
83,1,10.463188589320337,5.719210534342105,0.6649443532104922,1.538527555496076,1.7643341436634552,1127.6390706864518
84,1,10.946473080396478,3.7847994816813566,0.8253051212469494,8.606231380214258,1.324057699579503,1110.5339066764327
85,0,8.399164709675224,4.277733276156825,0.609360441723387,10.595660220261136,-0.3606013679367821,1063.518660491804
86,0,8.181037238689933,3.763982256186379,0.6289574838035766,6.299202676805564,0.018363130739128097,1088.1364995044269
87,0,8.11126409712299,7.6765780536420944,0.03691614080434343,2.2200898965409106,-0.8131706413047373,1071.7792547397685
88,0,9.798906520310107,6.960641540554409,1.8398614730118465,10.518765477140242,1.3418706125912427,1099.6678301616123
89,0,3.2111881224295473,6.649799989901254,1.472729329771534,5.220947990138755,0.29068411658028825,1004.8182311629979
90,0,7.351828157769031,5.637576441276377,0.302384590979466,9.940120660088347,1.2505172064534855,1068.5332310380043
91,0,9.933460720135086,4.135786603551721,0.8167839717515333,10.69999965000235,1.3890575998674095,1104.9482854659761
92,0,9.25612627118888,5.694677259656961,0.8370078307532344,3.453710739583437,2.7774649322289893,1083.7605936391642
93,0,11.025869218101937,7.343269327384817,0.2973406083793138,11.909908681320909,-0.6996778306966889,1111.1361853587832
94,0,8.49086453145461,6.311606651865837,0.9351166760331812,2.1129359717549825,0.768052233996688,1073.300888327083
95,1,11.29677393386801,3.871555007058478,0.9733329012155686,3.453868907083324,2.2137765069234367,1140.5172000066398
96,1,11.378262402491536,5.915707109968736,1.7003490532575212,5.757419780536671,1.004279104669288,1183.806022420021
97,1,11.538510525915976,7.43361480298462,0.19130213261832454,5.271438755694005,-0.16781366325725888,1146.662697094901
98,1,13.763785048237178,2.693240626070172,0.11874131885688335,3.4155819435627475,0.6537360396030194,1192.4092912085664
99,1,6.971992671767849,5.300127759859879,1.3674227321670527,2.0832578504417993,2.7209070657183814,1056.585590544807
100,1,15.200986054963707,3.7762261819594634,1.5975962250510887,10.030059858610981,0.7903214355655904,1270.0952445542198
101,1,8.745298843639805,5.821908288440023,0.3462212587674752,11.802790946195184,-0.35856816757542154,1089.4543617493368
102,1,11.24740117831403,6.754641276294062,0.4258510020521405,2.2562706327152746,0.11048626100257941,1150.8273066194195
103,1,10.848346458680044,3.9019014668197607,0.5745145582170642,6.444140352281436,0.7963166909027258,1135.1642861838918
104,1,3.9317393981224393,6.637848039695844,2.5624369428454123,11.990314515756934,1.8710193871315295,1037.2641032418921
105,0,11.299892709099645,7.34604400742501,0.8818208089793961,10.006891221347487,2.4649814916631914,1140.2577511716636
106,1,10.978757228166659,4.930699603240489,0.7086471778435642,9.431544356814687,-1.1169155001892102,1117.3566940072765
107,0,2.5952908271303556,4.8176693183379875,2.0889793293016243,4.887527839204548,-0.28311629677194716,1004.0437974750544
108,1,15.770640300928456,2.397856882242587,0.641087735326218,1.2405846560464302,-0.20691583811209768,1236.5882356890531
109,0,12.901340996755383,5.915218894550808,0.3255825976131432,7.153095882154441,1.3867768191545955,1174.2915136838187
110,1,3.343539264323603,6.306498562351064,3.897972671871541,10.873752967564922,1.4998229893946422,1066.809929244585
111,1,6.04101824038467,3.927555844719368,2.2322197960667665,0.47498126645608485,-0.5124715216953535,1057.610478753465
112,0,6.440411071419243,7.8107518569282615,0.4863575701494685,2.822920561100681,-1.5596291759136411,1040.8160441842574
113,1,8.22020216817828,7.797745223118541,0.44769777110030595,2.877758187117136,1.5531949026545615,1077.382779850067
114,0,11.598063511557664,6.968589872184555,0.9114234482400174,10.886317843411092,1.4045218818062333,1141.4499333975186
115,1,13.646024712286321,2.8943527580800623,0.12823129990441623,7.345127585839594,0.6005751939936868,1203.4658930677415
116,0,6.7916291670829185,4.994556734209093,0.26959968169218546,6.940061695015513,1.1206014232790866,1041.3003786351571
117,1,13.730041726667881,5.692902158781012,4.550478015153362,11.677171088245693,2.536233466951068,1235.659996192298
118,0,4.265248482450887,7.9909776866777085,2.2407497931841163,9.337419109083665,2.113956479936602,1029.7332430139968
119,1,14.070368371378215,4.253547731461771,0.29292981635568227,9.556423952127249,0.29365785493353713,1193.8280406097863
120,1,11.111349703812335,5.536021886484529,2.3341343425754983,3.9178609379986193,2.9115459052735027,1155.7185603791836
121,1,8.875417531521043,5.471046973411826,0.08694923620079352,2.6143546411645455,0.7627697879554964,1070.1814780028683
122,1,1.1246926972343907,4.446409631590367,0.6876990709069797,11.799455440823873,-0.4272099705836401,1038.0468957584585
123,1,11.522346669432801,4.049816151792361,0.7379262406440318,4.062193025855689,-0.9286182577469886,1141.028152436937
124,0,5.046012092030397,4.798630144741547,0.8327661070204497,2.623430233684492,1.683401642509045,1026.543328469193
125,1,2.4792069804339585,5.397852410154615,0.6844334817481433,1.2759020667033218,0.6941026554267479,1023.930045190859
126,0,8.979334622851157,7.622810215216113,2.9827474387620825,6.62796019743117,1.806981653700793,1100.0136083011705
127,0,11.601796573182293,7.446068212738118,0.3333929350010323,4.724621276176931,2.6550975245383976,1148.8792650041673
128,0,10.643598291878293,2.665792540277617,0.14618510875248686,7.251206828257251,1.6720336362245005,1102.2881717414393
129,0,7.6034254751316,3.943933505075071,0.07821988193587566,8.384316373153743,-0.6841258127814236,1047.3782357837965
130,1,6.85865491843014,2.0604658406856764,5.7334680101012685,2.8113591240130136,1.886104059375467,1061.1406383098447
131,1,8.29689264798444,7.376042352452304,0.9739097935274263,8.276373336231737,-1.4562823002103924,1079.2971913446274
132,0,9.922064441257492,5.549332831263208,0.8417534779990354,8.60510517231172,0.10095569220824352,1085.871902711541
133,1,13.51609811220889,2.41906736671885,1.0341833963993112,8.72665124228509,0.7468316226859782,1202.7871786850922
134,0,6.117646484581808,5.439810270599605,0.8287799902617482,1.9998913416008426,0.7344928373245361,1029.0841651799633
135,0,12.913907180131925,7.713832647260916,1.6305467921046601,8.71306149885455,-1.222080132181977,1175.8787643355047
136,1,9.246534149066633,4.190416022829689,0.4901358291984027,5.095002464314385,2.4034148894147496,1105.205835623585
137,0,9.146922254801552,6.601460454893361,0.8107502932765496,7.030416860664909,2.735509426412687,1087.48782403166
138,0,8.532247919897145,3.806660023366928,0.4781987247643635,10.618875194282074,2.4328348958675465,1068.8534080589661
139,1,10.891551533646233,5.662590919513395,0.10802414385591814,3.3432079669312915,1.10502360263561,1135.8753292253823
140,1,16.59882863478191,3.8817540123520495,1.013201625636047,6.135644950556609,1.1937140105657558,1312.9203854554569
141,1,14.664079423371582,5.877754514862103,0.8683543051023368,11.499340132890422,-0.007870044150142474,1229.4867988873136
142,0,13.26271488799058,2.4479539096497662,1.9897174508196651,9.390306261971038,0.5376322521575617,1184.4302757733383
